,Name,longitude,latitude
4647,"KHOT ROAD, BHATIPADA",72.935947,19.150876
4648,GOKULDHAM MARKET,72.869733,19.175608
4649,DEVIPADA,72.863638,19.225915
4650,JAWAHAR NAGAR (GOREGAON-W),72.846526,19.15928
4651,MOUNT MARY STEPS (MUNICIPAL GARDEN),72.825018,19.048254
4652,"ACHARYA GARDEN, DIAMOND GARDEN",72.899944,19.053462
4653,KONKAN RAILVIHAR,73.016715,19.022006
4654,YOGASHRAM,72.79079,19.167919
4655,"MAROSHI NAKA, PICNIC POINT",72.881683,19.136596
4656,MUMBAI CENTRAL DEPOT,72.824427,18.968211
4657,MAHARASHTRA NAGAR (BHANDUP-W),72.928201,19.140214
4658,OLD AGRA ROAD (KURLA-W),72.879886,19.079228
4659,ADARSH DAIRY (MALAD-W),72.841892,19.19264
4660,GENERAL ARUN KUMAR VAIDYA MARG JUNCTION (GOREGAON-E),72.861005,19.174502
4661,PRABODHANKAR THACKERAY CHOWK (DADAR-W),72.837332,19.019814
4662,"VIDYABEN GARDI SCHOOL, KESHAVPADA",72.947571,19.171366
4663,MASTER WADI,72.790616,19.151946
4664,SHIVAJI CHOWK (ANDHERI-E),72.849553,19.111672
4665,MAHATMA PHULE MARKET (CRAWFORD MARKET),72.835316,18.946681
4666,"DAMU NAGAR, MAYUR MARKET",72.8788833,19.2009667
4667,COMRADE GULABRAO GANACHARYA CHOWK,72.831697,18.985968
4668,HANUMAN NAGAR (MALAD-E),72.875353,19.172865
4669,RANI SATI MARG JUNCTION (MALAD-E),72.858682,19.179993
4670,EDENWOOD,72.9695333,19.2279
4671,NAVRANG HOTEL,73.067716,19.040051
4672,THANE CIVIL HOSPITAL,72.978987,19.199028
4673,VESAVA-YARI ROAD BUS STATION,72.808499,19.139531
4674,"MAHARASHTRA NAGAR (KANDIVALI-W), YADAV NAGAR",72.833903,19.207098
4675,NORTH BOMBAY SCHOOL,72.907864,19.096521
4676,GRANT ROAD STATION (E),72.816522,18.963164
4677,AGHADI NAGAR,72.859209,19.126918
4678,FATHER AGNEL ASHRAM (BANDRA-W),72.819016,19.044636
4679,EMPIRE MILL,72.828523,19.000339
4680,SHIVAJI NAGAR (GOVANDI) TERMINUS,72.925338,19.060641
4681,BELA NIVAS,72.86163,19.114534
4682,PODDAR & RUIA COLLEGE (MATUNGA),72.849725,19.023815
4683,R.N.A. COMPLEX,72.851116,19.060621
4684,ORKAY MILL,72.870551,19.121603
4685,O.N.G.C.COLONY (DINDOSHI),72.868212,19.173846
4686,PRABHADEVI,72.828978,19.013466
4687,KHERWADI POLICE STATION,72.850059,19.065174
4688,KAMRAJ NAGAR (KANDIVALI-W),72.835713,19.210121
4689,BHANDUP PEOPLES SCHOOL,72.925568,19.140033
4690,TAPOVAN (PATHANWADI),72.859671,19.179921
4691,HINDUSTAN PETROLEUM COLONY (GOREGAON -E),72.869516,19.172392
4692,R.N.A. COMPLEX (BANDRA-E),72.845238,19.056055
4693,CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),72.838416,18.94035
4694,DHOBI GHAT (BORIVALI-E),72.8657667,19.23195
4695,INTER STATE BUS STATION (ANIK),72.878668,19.04273
4696,MAHARANA PRATAP CHOWK (MAZGAON),72.841538,18.96844
4697,NAHUR RAILWAY STATION,72.946907,19.15721
4698,SARSOLE BUS STATION,73.01464,19.039858
4699,"WADALA STATION, P&T QUARTERS",72.85769,19.016213
4700,MAROL PIPELINE,72.872306,19.110582
4701,BHARATIYA AROGYA NIDHI HOSPITAL,72.828521,19.111613
4702,BANDRA (W) BUS STATION,72.839568,19.053893
4703,MAHALAXMI MANDIR (DEONAR),72.919641,19.046926
4704,MIRA ROAD MARKET,72.85828,19.278454
4705,BHANDUP PUMPING CENTRE,72.957298,19.155548
4706,AZAD FLOUR MILL,72.8407,18.985414
4707,R.B.I COLONY (GOREGAON-E),72.870353,19.172085
4708,"MOUNT CARMEL CHURCH, LILAVATI HOSPITAL",72.827505,19.05093
4709,MARAWALI CHURCH,72.894097,19.040821
4710,"SANT ROHIDAS SABHAGURHA, KURLA POST OFFICE",72.874439,19.064464
4711,SEVEN BUNGALOWS GARDEN,72.816807,19.128697
4712,CHINCHVALI BUNDER ROAD,72.837138,19.179582
4713,CAFE PARADISE,72.829968,18.961837
4714,JOHNSON & JOHNSON COMPANY,72.942085,19.174934
4715,R.C.F.POLICE STATION,72.895277,19.036042
4716,RUSHI COMPLEX EXTENSION (DAHISAR - W),72.851349,19.257229
4717,"YOGI NAGAR, JAYRAJ NAGAR (BORIVALI -W)",72.840597,19.234737
4718,SAIFEE HOSPITAL,72.818098,18.952351
4719,LALA LAJPATRAI COLLEGE,72.814321,18.981944
4720,RAMGAD (ANITA NAGAR),72.878668,19.197547
4721,MHADA COLONY (OSHIWARA),72.826288,19.134143
4722,SUNDAR NAGAR (MALAD-W),72.845232,19.175251
4723,MAHARANA PRATAP CHOWK (MULUND CHECK NAKA-W),72.953798,19.182731
4724,GHANSOLI VILLAGE,73.004432,19.126191
4725,LOKMANYA TILAK HOSPITAL (SION),72.861096,19.037635
4726,GAMMON HOUSE,72.826251,19.014666
4727,PARSI GENERAL HOSPITAL,72.803451,18.968321
4728,CRISIL HOUSE,72.91068,19.117237
4729,SHRAWAN YASHWANTE CHOWK (KALA CHOWKY),72.841649,18.987195
4730,PHOENIX CHEMICALS (BYCULLA-E),72.837414,18.985268
4731,PRABODHANKAR THACKERAY NAGAR BUS STATION (CHARKOP),72.828787,19.220004
4732,SECTOR 7 (MIRA ROAD),72.863407,19.278529
4733,SWAMI VIVEKANAND VIDYALAYA (BORIVALI -W),72.831768,19.225842
4734,SAMRAT ASHOK NAGAR (DEONAR),72.91142,19.055615
4735,AHILYABAI HOLKAR CHOWK (CHURCHGATE),72.827085,18.934434
4736,NAVJEEVAN NAGAR (GOREGAON-E),72.8804,19.1528
4737,MANDALA,72.934832,19.041978
4738,HIGHWAY APARTMENT (SION),72.867113,19.047919
4739,GAVDEVI MANDIR (THANE),72.972453,19.184664
4740,BHARATMATA CINEMA,72.837065,18.996117
4741,"FIRE BRIGADE, KHARODI COLONY",72.821769,19.196682
4742,VILE PARLE SUBWAY,72.846344,19.091876
4743,KAMAL TALAO,72.813125,19.196549
4744,600 TENAMENT GATE,72.921159,19.054461
4745,JAGDUSHA NAGAR,72.908699,19.099882
4746,CHINCHVALI BUNDER ROAD,72.836539,19.180007
4747,NATRAJ STUDIO,72.854263,19.117177
4748,KALAMBOLI FIRE BRIGADE,73.104516,19.026249
4749,VESAVA VILLAGE,72.806789,19.138437
4750,WHITE HOUSE,72.801854,18.950432
4751,NAVRANG TALKIES (ANDHERI-W),72.841693,19.124776
4752,MAHAPE NAKA,73.008734,19.113406
4753,SHANTI NAGAR (ANDHERI-E),72.863623,19.119504
4754,SHASTRI NAGAR (BORIVALI -W),72.851679,19.217941
4755,"KANNAMWAR NAGAR, PRAVIN HOTEL",72.935543,19.116627
4756,BHABREKAR NAGAR,72.824281,19.205402
4757,TEEN MURTI,72.87158,19.223119
4758,PASSPORT OFFICE (WORLI),72.8210833,19.0115333
4759,CHINCH BUNDER,72.838402,18.958933
4760,"MALVANI BLOCK NO.5, POLICE STATION",72.821573,19.191315
4761,MHADA COLONY (SHIMPAVALI),72.836129,19.21972
4762,MUMBAI CENTRAL STATION,72.820268,18.968804
4763,RAMESH HOTEL(MALAD-E),72.862072,19.187032
4764,BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),72.822691,19.012586
4765,DADOJI KONDEV NAGAR (KHARDEV NAGAR),72.909539,19.057042
4766,PT.PALUSKAR CHOWK (OPERA HOUSE)- MARWADI VIDYALAYA,72.817324,18.957265
4767,MARY IMMACULATE SCHOOL,72.853581,19.24788
4768,SAHYADRI NAGAR (CHARKOP),72.828709,19.210346
4769,JUI NAGAR RAILWAY STATION,73.019187,19.056046
4770,JAIN MANDIR (MIRA ROAD),72.862293,19.280037
4771,P.W.D. COLONY (RISING CITY),72.912348,19.069465
4772,MANTRALAYA,72.824498,18.928587
4773,"DR.RAVINDRA KULKARNI CHOWK, SASMIRA (WORLI)",72.820261,19.010126
4774,ANAND NAGAR MARKET,72.864619,19.255764
4775,KARTVYA NAGAR,72.859196,19.007749
4776,WADALA GATE NO.4,72.860868,19.022421
4777,SAI CHITRA SOCIETY (KANDIVALI-W),72.820734,19.21652
4778,EVERARD NAGAR,72.875206,19.050769
4779,RANI LAXMIBAI CHOWK (SION),72.863308,19.041557
4780,EVERSHINE NAGAR (MALAD-W),72.834599,19.192364
4781,LAXMI INDUSTRIAL ESTATE (ANDHERI-W),72.83198,19.135691
4782,MADKEBUWA CHOWK (PAREL),72.838238,19.001864
4783,HEALTH CENTRE (VIDYANAGARI),72.860088,19.072479
4784,VIDYA NAGARI (KALINA),72.858625,19.071132
4785,BANK OF MAHARASHTRA (KANDIVALI-W),72.828441,19.212641
4786,BAYER HOUSE,72.912438,19.118664
4787,AHILYABAI HOLKAR CHOWK (CHURCHGATE),72.826981,18.933043
4788,BORIVALI (W) STATION,72.856607,19.230139
4789,MALAD STATION (W),72.848198,19.189057
4790,SHANTI NAGAR (ANDHERI-E),72.863918,19.120226
4791,RESERVE BANK OF INDIA (FORT),72.836181,18.93285
4792,SAIBABA ROAD (LALBAUG),72.841263,18.994693
4793,JIJAMATA UDYAN (BYCULLA),72.834331,18.981083
4794,SAMRAT HOTEL (MATUNGA-E),72.844875,19.03089
4795,BHANDUP VILLAGE (E),72.943904,19.15
4796,KARIM BUNGALOWS,72.870453,19.152329
4797,DHARKHADI,72.873625,19.252418
4798,ASALPHA VILLAGE,72.895634,19.095803
4799,"AIROLI SECTOR 4, CORPORATION BANK",72.999496,19.153999
4800,"PADMASHREE MOHAMMED RAFI CHOWK, BANDRA (W)",72.838335,19.051362
4801,ADV. PALJIBHAI BORICHA CHOWK,72.828169,19.146792
4802,"RANI LAXMIBAI CHOWK, SION STATION",72.863228,19.047285
4803,RAWLI CAMP,72.868906,19.036772
4804,MARIAMMAN MANDIR,72.837616,19.189186
4805,DATTA WADI,72.999127,19.200551
4806,B.S.E.S.SUB STATION-CHEMBUR,72.899363,19.059144
4807,JIJAMATA NAGAR (WORLI),72.820162,18.993413
4808,NAFA,72.863034,19.071017
4809,NAVJEEVAN SOCIETY (TARDEO),72.818504,18.966264
4810,KALA NAGAR (BANDRA-E),72.848926,19.053582
4811,KANNAMWAR NAGAR NO.2,72.938727,19.120521
4812,SHIMPAVALI TELEPHONE EXCHANGE,72.840205,19.224005
4813,SHIVAJI PARK GYMKHANA,72.837043,19.025813
4814,RANI SATI MARG (MALAD-E) MUNICIPAL SCHOOL,72.852062,19.18354
4815,BHAYANDER POLICE STATION,72.846896,19.300924
4816,SAIBABA NAGAR (KANDARPADA),72.852897,19.260564
4817,SANDUWADI (CHEMBUR-E),72.897123,19.053271
4818,AMBASSADOR HOTEL (SAHAR),72.874447,19.104133
4819,KABUTARKHANA (DADAR-W),72.839803,19.01837
4820,"SAMAJ MANDIR HALL (VASHI), SECTOR 11",73.000439,19.082837
4821,KURAR VILLAGE,72.858336,19.185991
4822,"KANDIVALI INDUSTRIAL ESTATE, GANESH NAGAR",72.828238,19.204456
4823,HANUMAN MANDIR (BHANDUP-W),72.943513,19.157489
4824,MUNICIPAL COLONY (VIKHROLI-W),72.916139,19.103606
4825,SARVODAYA NAGAR (BHANDUP-W),72.930823,19.148517
4826,"SHIRDI NAGAR, RAM NAGAR (BHAYANDER-E)",72.861536,19.306054
4827,BEHRAM BAUG,72.836658,19.146852
4828,BORIVALI (E) STATION,72.857568,19.229354
4829,NORTH BOMBAY SCHOOL,72.907778,19.09662
4830,BEST QUARRIES (CHANDIVALI),72.90095,19.11203
4831,"PADMASHREE MOHAMMED RAFI CHOWK, BANDRA (W)",72.837677,19.054903
4832,KANDIVALI STATION (W),72.851021,19.206323
4833,BHANDUP VILLAGE (W),72.943324,19.151671
4834,MARATHA COLONY,72.847107,19.073791
4835,MADKEBUWA CHOWK (PAREL),72.839071,19.005785
4836,BANDRA TALKIES,72.835657,19.062292
4837,SHARDASHRAM VIDYAMANDIR,72.837695,19.016372
4838,VIDYA VIHAR BUS STATION (W),72.896143,19.080129
4839,DR.K.B.HEDGEWAR CHOWK,72.937143,19.163849
4840,JIJAMATA MUNICIPAL SCHOOL(BYCULLA-E),72.84003,18.9803
4841,"DATTA TEKDI, SHIV TEKDI",72.861635,19.139188
4842,"MHADA COLONY, MALVANI",72.813122,19.178996
4843,JARIMARI (SAKINAKA),72.882853,19.09307
4844,HUTATMA CHOWK,72.830161,18.933578
4845,RAJENDRA NAGAR,72.861073,19.221271
4846,ANTOP HILL BUS STATION,72.866613,19.025966
4847,H.P. NAGAR (MAHUL),72.892687,19.02773
4848,MANDLI TALAO,72.849294,19.299696
4849,SHANTI NAGAR (MADH),72.79095,19.150131
4850,FAMOUS STUDIO,72.823681,18.986866
4851,ERLA MASJID,72.837208,19.110951
4852,"JARIMARI MATA MANDIR, S.T.OFFICE (WORLI)",72.815288,18.994774
4853,MULUND STN - E,72.956755,19.17161
4854,FOREST STREET (POWAI),72.908647,19.114815
4855,DATTAGURU CO-OPERATIVE HOUSING SOCIETY,72.920191,19.047983
4856,HINDUSTAN DORR-OLIVER LIMITED,72.856956,19.112688
4857,ALANKAR CINEMA,72.825138,18.958147
4858,BHARATI VIDYAPITH,73.056299,19.026299
4859,TUMNI PADA,72.886284,19.221481
4860,NEELKAMAL NAKA,72.8853333,19.2733333
4861,LAXMI INDUSTRIAL ESTATE (ANDHERI-W),72.832104,19.13552
4862,SARVODAYA BALIKA VIDYALAYA (MALAD-W),72.845972,19.177293
4863,CHAINANI ELDER S HOME,72.963648,19.166687
4864,SHIVAJI NAGAR BUS STATION,72.929175,19.065918
4865,NEHRU PLANETARIUM (WORLI),72.814021,18.989027
4866,HIRA NAGAR (MULUND-W),72.94568,19.161835
4867,AAREY MUNICIPAL SCHOOL,72.877685,19.149133
4868,"MALAD STATION (E), PODDAR PARK",72.850046,19.184631
4869,GANESH SOCIETY (KANDIVALI-W),72.830784,19.219328
4870,HAFFKINE INSTITUTE,72.844431,19.001452
4871,"AIROLI SECTOR 4, CORPORATION BANK",72.999648,19.153177
4872,SHIVSENA OFFICE (CHEMBUR-W),72.905832,19.062064
4873,VIKHROLI DEPOT,72.91957,19.101953
4874,KAMGAR NAGAR (KURLA-E),72.885472,19.059374
4875,KASTURBA GANDHI HOSPITAL (SAATRASTA),72.828413,18.983048
4876,CHECK POST,72.899136,19.209669
4877,BANDRA COLONY BUS STATION,72.850631,19.061732
4878,MAHESHWARI UDYAN (KINGS CIRCLE),72.856011,19.0269
4879,BHANDUP VILLAGE (E),72.943856,19.149928
4880,TADWADI (MAZGAON),72.839214,18.966152
4881,"DR.DATTA SAMANT CHOWK, SAKINAKA",72.885309,19.105475
4882,SHANTARAM PUJARE CHOWK (KALA CHOWKY),72.835911,18.989784
4883,A.P.M.C. FRUIT AND VEGETABLE MARKET,73.009683,19.076222
4884,AKSA VILLAGE,72.79755,19.176525
4885,GHATKOPAR STATION (E),72.9079167,19.0852167
4886,VAKOLA POLICE STATION,72.851284,19.080542
4887,RAMESHWAR MANDIR (BORIVALI -E),72.870133,19.24442
4888,"JAGATDEV N.VARMA CHOWK, KAPOLE NIWAS",72.853581,19.024649
4889,BKC TELEPHONE EXCHANGE,72.871576,19.071058
4890,GATE WAY OF INDIA,72.833615,18.923245
4891,KANDIVALI TELEPHONE EXCHANGE,72.851702,19.211283
4892,HAFFKINE INSTITUTE,72.844602,19.001353
4893,"MASINA HOSPITAL, RUSTOM BAUG",72.837402,18.975899
4894,AGRAWAL GREEN VILLAGE,72.8906167,19.2710333
4895,MUMBAI CENTRAL STATION,72.820515,18.96838
4896,VEER HUTATMA BHAI KOTWAL UDYAN (PLAZA),72.841947,19.021299
4897,CHAKALA,72.857904,19.115038
4898,PRARTHANALAYA,72.821785,19.050962
4899,RAM MANDIR (GOREGAON-W),72.844563,19.152566
4900,BANDRA DEPOT,72.835051,19.071578
4901,ABHISHEK APARTMENTS,72.826403,19.120817
4902,MINI NAGAR,72.867448,19.24965
4903,DATTA MANDIR,72.837737,19.209958
4904,BHANDUP VILLAGE (E),72.950606,19.144698
4905,GAONDEVI POLICE STATION,72.812147,18.959962
4906,KUMBHAR TUKDA,72.826424,18.953776
4907,BORIVALI (E) STATION,72.858966,19.228903
4908,VASUDEO BALWANT PHADKE CHOWK (DHOBI TALAO),72.82798,18.942936
4909,YASHWANTRAO CHAVAN PRATISHTHAN (MANTRALAYA),72.826827,18.924433
4910,CHAR NAL,72.836684,18.958354
4911,JUHU PRABHAT (ANDHERI-E),72.828848,19.118082
4912,HARIDAS NAGAR,72.847796,19.22166
4913,SHAHAJIRAJE SPORTS COMPLEX (ANDHERI-W),72.837509,19.127863
4914,MOTILAL NAGAR NO.2,72.835344,19.163374
4915,YOGI HOTEL (BORIVALI -W),72.844277,19.235101
4916,SWADESHI MARKET,72.828867,18.949495
4917,RANI LAXMIBAI CHOWK (SION),72.865604,19.046473
4918,RUIA COLLEGE (MATUNGA-E),72.850344,19.021521
4919,"GOTHIVALI VILLAGE, RABALE STATION",73.003114,19.137149
4920,MEGHWADI (DHARAVI),72.85072,19.033859
4921,ESIC NAGAR,72.829824,19.121443
4922,BAINGANWADI,72.923438,19.058762
4923,MHADA COLONY (SHIMPAVALI),72.836119,19.219792
4924,PUNCHASHEEL APARTMENTS,72.841373,19.213327
4925,"GOREGAON, OSHIWARA DEPOT",72.835446,19.153391
4926,PRARTHANA SAMAJ,72.820543,18.957954
4927,LOKMANYA TILAK NAGAR (ASALPHA),72.890376,19.101899
4928,LALJIPADA,72.833908,19.201036
4929,MALVANI AKASHWANI,72.810748,19.196249
4930,MAHATMA GANDHI HOSPITAL (PAREL),72.840511,18.997583
4931,BORIVALI (E) STATION,72.858784,19.232083
4932,SALASAR HANUMAN MANDIR (MALAD-W),72.830691,19.192569
4933,"MUMBAI CENTRAL STATION, RESERVE BANK",72.82115,18.969898
4934,HASRAT MOHANI CHOWK,72.828768,18.966326
4935,JAMA MASJID (POWAI),72.902764,19.113232
4936,"DR.DATTA SAMANT CHOWK, SAKINAKA",72.885281,19.105601
4937,DR.K.B.HEDGEWAR CHOWK BHANDUP SONAPUR,72.938835,19.163632
4938,VALENCIA BUILDING,72.87862,19.025709
4939,"GANDHI NAGAR  (BANDRA-E), CHETANA COLLEGE",72.847753,19.059887
4940,"VASHI NAKA (CHEMBUR), M.M.R.D.A COLONY",72.90284,19.030931
4941,SIDDHARAJ SOCIETY,72.8722333,19.2351833
4942,KANDARPADA BUS STATION,72.851202,19.262668
4943,MANEKLAL MUNICIPAL SCHOOL,72.902582,19.089915
4944,SANGHARSH NAGAR (CHANDIVALI),72.901293,19.108543
4945,GAUTAM NAGAR (KANDIVALI-E),72.878705,19.199751
4946,SONA UDYOG INDUSTRIAL ESTATE,72.853507,19.125804
4947,AAI TULJABHAVANI CHOWK,72.828734,19.141652
4948,POST & TELEGRAPHS (MULUND-W),72.943616,19.171185
4949,BARKAT ALI DARGAH,72.866418,19.018259
4950,VASHI NAKA (CHEMBUR),72.896884,19.031146
4951,MACHHALIMAR (VESAVA),72.812383,19.132614
4952,MAHATMA GANDHI HOSPITAL (PAREL),72.840653,18.99771
4953,ANDHERI STATION (W),72.845955,19.11981
4954,JAMMU & KASHMIR BANK,72.870903,19.280177
4955,LODHA COMPLEX,72.856568,19.292519
4956,SANTACRUZ DEPOT,72.838467,19.091158
4957,NIRLON SOCIETY,72.836911,19.177297
4958,"CHEMBUR LEVEL CROSSING, SHELL BRIDGE",72.89748,19.063615
4959,GOLDEN CHEMICALS (DAHISAR-E),72.8733,19.262047
4960,RELIANCE ENERGY OFFICE (TILAK NAGAR CHEMBUR),72.897323,19.0667243
4961,BORIVALI (E) STATION,72.859621,19.231505
4962,BALKUM PADA NO.1,72.991134,19.221846
4963,ANDHERI STATION (W),72.846108,19.117885
4964,MAHIM KOLIWADA,72.838443,19.046475
4965,P.W.D. GROUND (CHEMBUR),72.910001,19.067585
4966,ARIHANT INDUSTRIAL ESTATE,72.8478333,19.1494333
4967,PRARTHANA SAMAJ,72.820325,18.957087
4968,B.A.P.MARKET,73.008342,19.073611
4969,SHRIRANG SOCIETY (THANE),72.980319,19.206074
4970,KHAREGAON NAKA,73.001495,19.201897
4971,SUMATI SCHOOL,72.824259,19.113438
4972,MIRA-BHAYANDER MUNICIPAL HEAD OFFICE,72.848208,19.30171
4973,"VEENA NAGAR, GOVARDHAN NAGAR",72.947048,19.182107
4974,KHEDEKAR WADI,72.954464,19.166614
4975,JEEVAN BIMA NAGAR (BORIVALI -W),72.849969,19.243985
4976,SEVEN BUNGALOWS BUS STATION,72.820426,19.130479
4977,VAISHALI NAGAR (MULUND-W),72.946163,19.186796
4978,VIJAY VALLABH CHOWK (PYDHONIE),72.832101,18.954548
4979,MULUND RAILWAY STATION (W),72.9564833,19.17345
4980,PT.PALUSKAR CHOWK (OPERA HOUSE),72.816501,18.954111
4981,DADAR MARKET,72.843752,19.020975
4982,VENUS APARTMENT,72.860916,19.308863
4983,KRISHNA NAGAR (SAKI NAKA),72.887953,19.099929
4984,NERUL BUS STATION,73.019324,19.039983
4985,AGARKAR CHOWK (ANDHERI-E),72.847903,19.119332
4986,AMAR TALKIES,72.910766,19.052173
4987,J.MEHTA MARG (NAPEAN SEA ROAD),72.795901,18.950553
4988,INDIRA DOCK,72.838161,18.938236
4989,GATE WAY PLAZA (POWAI),72.91198,19.123904
4990,POUSHMATA MANDIR,72.955259,19.281048
4991,MATRUCHAYA (GURUPRASAD SOCIETY),72.849853,19.103469
4992,MAHATMA GANDHI HOSPITAL (PAREL),72.84089,18.998333
4993,"LALLUBHAI COMPOUND, DR.AMBEDKAR CHOWK",72.926888,19.053803
4994,PRATIKSHA NAGAR (MHADA COLONY),72.876503,19.04178
4995,BALLARD PIER,72.842218,18.934083
4996,TROMBAY,72.949396,19.034364
4997,ANDHERI STATION (W),72.845043,19.1184
4998,KAILAS INDUSTRIAL ESTATE,72.917952,19.112206
4999,COLABA BUS STATION,72.822725,18.913896
5000,ANAND NAGAR (KOPRI) POLICE CHOWKY,72.968583,19.173489
5001,KURAR POLICE CHOWKY,72.863699,19.185696
5002,MAHESHWARI UDYAN (KINGS CIRCLE),72.856229,19.02755
5003,DINDOSHI DEPOT,72.86533,19.176103
5004,ACHARYA ATRE CHOWK (WORLI NAKA),72.816436,18.996997
5005,"SSC BOARD OFFICE, ST.LAWRENCE SCHOOL (VASHI)",73.000846,19.074245
5006,RADHA SILK MILL,72.855369,19.126248
5007,MUMBAI CENTRAL STATION,72.822319,18.968625
5008,SUHASINI PAWASKAR MARG (DAHISAR-E),72.871371,19.253439
5009,BYCULLA STATION (E),72.833613,18.976583
5010,SANPADA POLICE CHOWKY,73.010296,19.062905
5011,JIVALA PADA,72.869949,19.214518
5012,AMBOLI NAKA,72.8414667,19.1283
5013,SHIVDHAM (RUSHI COMPLEX),72.849601,19.253831
5014,NETAJI SUBHASHCHANDRA BOSE SPORTS COMPLEX,72.845235,19.2122
5015,DR.M.IQBAL CHOWK (J J HOSPITAL),72.832769,18.962101
5016,MARATHI VIDNYAN PARISHAD (CHUNABHATTI),72.879214,19.053408
5017,SANTACRUZ DEPOT,72.835893,19.089701
5018,SHITALADEVI TEMPLE (MAHIM),72.842356,19.034001
5019,SINDHUWADI,72.903907,19.077738
5020,KANJUR MARG VILLAGE (EEH),72.94151,19.130251
5021,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),72.833386,18.925756
5022,PRABHADEVI,72.829016,19.013385
5023,VIKHROLI BUS STATION (E),72.928901,19.110348
5024,RYAN INTERNATIONAL SCHOOL(GOREGAON-E),72.872207,19.171942
5025,ODEON CINEMA,72.908705,19.079022
5026,VILE PARLE STATION (E),72.844819,19.098705
5027,ZUNKA BHAKAR KENDRA (MALVANI),72.8256167,19.1908
5028,CHINCHVALI BUNDER ROAD,72.836291,19.18044
5029,DR.BHADKAMKAR ROAD,72.817312,18.960364
5030,JOHAR CHOWK (BHENDI BAZAAR),72.831661,18.958875
5031,DR.M.IQBAL CHOWK (J J HOSPITAL),72.831933,18.96322
5032,MUNICIPAL LIBRARY (CHEMBUR),72.917797,19.087887
5033,NERUL VILLAGE,73.015133,19.036732
5034,R.B.I COLONY (CHEMBUR-E),72.903014,19.051421
5035,KHODADAD CIRCLE (DADAR TT),72.847146,19.017155
5036,ASHISH COMPLEX,72.8620167,19.2613833
5037,YOGI NAGAR (BORIVALI -W),72.841595,19.235045
5038,"SAIBABA MANDIR (GOVANDI), KOKAN BANK",72.919617,19.06494
5039,"PRARTHANA SAMAJ, HARKISHANDAS HOSPITAL",72.819754,18.959047
5040,MAHATMA GANDHI VIDYALAYA (JOGESHWARI-W),72.836775,19.14322
5041,NAIK NAGAR (DHARAVI),72.86467,19.050953
5042,"KANNAMWAR NAGAR, BUILDING NO.175",72.940885,19.116438
5043,FERRY WHARF,72.849428,18.957034
5044,DURGAMATA MANDIR,72.862976,19.202896
5045,"MATHADI BHAVAN, COMMODITY EXCHANGE",73.009399,19.078968
5046,BORIVALI (W) STATION,72.856388,19.229859
5047,IJMIMA,72.831249,19.184113
5048,ALIKA NAGAR JUNCTION,72.87245,19.197869
5049,"K.E.M HOSPITAL, NURSES QUARTERS",72.843101,19.000837
5050,JUHU BEACH,72.827602,19.09602
5051,GOREGAON STATION (E) BUS STATION,72.850287,19.165217
5052,STANDARD ALKALI COMPANY,73.00636,19.119451
5053,VIDYA MANDIR (DAHISAR-E),72.862631,19.254968
5054,DR. SHYAMAPRASAD MUKHERJEE CHOWK(MUSEUM),72.83219,18.925629
5055,"CHANDIVALI STUDIO, PETROL PUMP",72.896007,19.114585
5056,BHANDUP POLICE STATION,72.937278,19.150939
5057,SIDDHARTH NAGAR (GOREGAON-W) NO.2,72.843525,19.15514
5058,PAREL STATION (E),72.836933,19.00713
5059,SHANTI NAGAR,72.875686,19.079163
5060,MALAD STATION (W),72.848559,19.18978
5061,S.K.STONE (MIRA ROAD),72.869768,19.28538
5062,ELIA SARVAT JUNIOR COLLEGE,72.8247667,19.18725
5063,"MUKESH CHOWK (UMAR PARK, TATA GARDEN)",72.803786,18.965728
5064,G.S COLONY (BANDRA-E),72.847665,19.063853
5065,ADDITIONAL C.P.OFFICE (BANDRA-W),72.822763,19.063602
5066,KALA NAGAR (BANDRA-E),72.846255,19.056345
5067,SKYLARK,72.823531,19.146499
5068,MHADA COLONY (MAJAS),72.866371,19.134104
5069,BHAYANDER PHATAK (POLICE CHOWKY),72.85507,19.298869
5070,"CHAITYABHUMI, BHAGOJI KEER CREMETORI",72.835789,19.025315
5071,AHILYABAI HOLKAR CHOWK (CHURCHGATE),72.82889,18.932827
5072,JOHAR CHOWK (BHENDI BAZAAR),72.83167,18.959534
5073,GOREGAON CHECK NAKA NO.1,72.858653,19.165132
5074,"PAREL S.T.DEPOT, SANT ROHIDAS CHOWK",72.831384,19.010351
5075,JOGESHWARI TABELA,72.845295,19.13832
5076,"GODREJ FOODS COMPANY, VEG.OILS (WADALA-E)",72.861512,19.009566
5077,BHAKTI PARK GATE (ANIK),72.879433,19.032919
5078,COMRADE P.K.KURNE CHOWK (WORLI ),72.820599,19.004363
5079,GODREJ SOAP COMPANY (VIKHROLI-E),72.925825,19.093209
5080,BANDRA (E) PHATAK,72.841399,19.05702
5081,MADINA MANZIL (MALAD-W),72.845689,19.173571
5082,KURLA DEPOT,72.876562,19.0748
5083,PUMP HOUSE (ANDHERI-E),72.856577,19.125643
5084,GODREJ COMPANY (VIKHROLI-E),72.929302,19.101332
5085,HOUSING COLONY (GOREGAON-E),72.868479,19.173394
