name,latitude,longitude,tag
Thunga,19.1211115,72.8269407,amenity:hospital
Pestom Sagar Citizens Ground,19.0705952,72.9047531,leisure:park
Maker Arcade,18.9168432,72.8172761,shop:mall
Four Seasons Hotel,18.994204,72.8203935,tourism:hotel
Church of St Andrew and St Columba,18.92705,72.8334866,amenity:place_of_worship
Shatabdi Hospital,19.0495692,72.9111283,amenity:hospital
Ambedkar Memorial,19.1498684,72.9897245,historic:monument
Ayappa Temple,19.151037,72.9898827,amenity:place_of_worship
Guru Nanak Darbar,19.1506327,72.9895022,amenity:place_of_worship
Icchapurti Ganesh Mandir,19.1515984,72.9926842,amenity:place_of_worship
Shree Ajitnath Digamber Jain Mandir,19.1582027,72.9942947,amenity:place_of_worship
Shree Ram Vidyalya & Junior College,19.1566041,72.9968327,office:educational_institution
"St. Joseph Church, Airoli",19.1471434,72.9891542,amenity:place_of_worship
Parmath Niketan Navi Mumbai Airoli,19.1465751,72.9874563,amenity:place_of_worship
Sanjeevan Deep,19.1542883,72.9944543,office:educational_institution
Kerala House,19.0669122,72.9930417,tourism:guest_house
well care hospital,18.8829623,72.9178325,amenity:hospital
Dr. Keshav Baliram Hedgewar Garden,19.0730464,72.9049638,leisure:park
Jai Kisan Mandai,19.0627645,72.8980066,amenity:marketplace
New RTO (THANE),19.1927744,72.9621542,office:government
Manish Market,18.9466552,72.8360803,amenity:marketplace
Kurla,19.0652757,72.8792179,railway:station
Kohinoor City Mall,19.0816828,72.8864339,shop:mall
Bombay Fort Wall Remnant,18.9411898,72.8385062,historic:fort
Small Pegoda,19.2288307,72.8062202,amenity:place_of_worship
Big Bell,19.2286192,72.8051246,amenity:place_of_worship
Global Pegoda,19.2281505,72.8058482,historic:monument
VES ground,19.0433045,72.8898015,leisure:park
K B H B Charitable Ophthalmic and E.N.T Hospital,19.0023334,72.8404665,amenity:hospital
Dr. Babasaheb Ambedkar Memorial Central Railway Hospital,18.9801469,72.8335812,amenity:hospital
Consulate General of the United States of America in Mumbai,19.0649501,72.8689507,office:diplomatic
Sofitel,19.0676525,72.8688314,tourism:hotel
Trident Hotel,19.0666901,72.8679188,tourism:hotel
Asian Heart Institute,19.0652503,72.8609116,amenity:hospital
St. Thomas Cathedral,18.9319093,72.8336546,amenity:place_of_worship
सायन किल्ला,19.046611,72.8676018,tourism:attraction
Babaji ki Jhopdi,19.1726507,72.9513202,amenity:place_of_worship
Hotel Lucky,19.0538941,72.8376457,tourism:hotel
Gateway of India,18.9219635,72.834564,historic:monument
Shivaji Garden,19.0597761,72.8452466,leisure:park
Sai Niwas,19.0586597,72.835404,amenity:place_of_worship
N Ward Park,19.0974525,72.9189296,leisure:park
Dargah,19.0965014,72.9149137,amenity:place_of_worship
Phoenix Paragon Plaza,19.0855978,72.8888108,shop:mall
Rajmata Ahilyabai Holkar Udyan,19.060902,72.8720958,leisure:park
Grand Hyatt Mumbai,19.0774902,72.8513879,tourism:hotel
"Godrej Memorial Hospital, Mumbai",19.1041614,72.9278845,amenity:hospital
Matoshree Ramabai Thackrey Udyan,18.999877,72.8262555,leisure:park
Taj Santacruz Mumbai,19.0926852,72.8543788,tourism:hotel
Shree Ganesh Udyan-Tilak Nagar,19.067434,72.8962122,leisure:park
Maharashtra Ekyavardak Ground,19.0670294,72.8955241,leisure:park
Rock Garden- Vrindavan Colony,19.0718583,72.8998523,leisure:park
Sadhu Vaswani Garden,19.0599762,72.8373084,leisure:park
Munisurat Garden Pillar,19.0849391,72.9040416,leisure:park
rajawadi fish  garden,19.0807462,72.9018368,leisure:park
Rajawadi Garden,19.0781917,72.9022537,leisure:park
bharwadi ground,19.1264855,72.8439663,leisure:park
Nisarga Udyan,19.2325878,72.8647066,leisure:park
East Gorge Park,19.2281058,72.9737566,leisure:park
Shahaji park,19.1854857,72.8456247,leisure:park
Patni Ground,19.1781431,72.9928,leisure:park
Shahir Damodar Vitawkar Play Ground,19.1889185,72.9880497,leisure:park
rai pada,19.1830063,72.8459945,leisure:park
N.L.Garden,19.2619794,72.865292,leisure:park
G.S.B,19.260998,72.8640189,leisure:park
Geetanjali Gardens,19.24848,72.8543613,leisure:park
Swayambhu Ganpati Mandir,19.2288266,72.8425376,amenity:place_of_worship
Heritage Gardens,19.1144373,72.9110994,leisure:park
Himsan Polymer Private Limited,19.2894584,72.8892281,office:company
SP Ultraflex Systems Pvt. Ltd.,19.2902414,72.8896282,office:company
General Arun Kumar Vaidya Garden,19.0528347,72.830789,leisure:park
abhinav nagar badminton court,19.2316861,72.8714075,leisure:park
abhinav nagar garden and ground,19.2314232,72.8680589,leisure:park
chintamani Garden,19.1732313,72.9600736,leisure:park
August Kranti Garden,18.9624636,72.8106762,leisure:park
Golden Square Park,19.073488,72.8642621,leisure:park
Golden Square 2nd Building Park,19.0735638,72.8649981,leisure:park
Prabodhankar Thakre Manoranjan Udyan,19.1086649,72.9166893,leisure:park
Chhatrapati Shivaji Maharaj Park,19.0543107,72.8702275,leisure:park
Brihanmumbai Mahanagar Palika Garden,19.0530135,72.8698876,leisure:park
BWSL Promenade,19.0471015,72.8319564,leisure:park
Veer Savarkar Park,19.0757207,72.9868044,leisure:park
Mahatma Gandhi Mission's New Bombay Hospital,19.0726466,72.9938742,amenity:hospital
MM Chhotani Garden,19.0397694,72.8439383,leisure:park
Mata Lachmi Garden,19.03495,72.8601589,leisure:park
Dubashi,19.0979221,72.8512903,leisure:park
Moksha Plaza,19.2259799,72.8546518,shop:mall
Mahakali Caves,19.1304674,72.8736287,historic:archaeological_site
Chinmaya Mission,19.1325725,72.8980496,amenity:place_of_worship
Dr. Babasaheb Ambedkar Udyan,19.1288937,72.8968728,leisure:park
Holy Cross Church,19.0833469,72.8871617,amenity:place_of_worship
St. Peter's Church,19.0547278,72.8295191,amenity:place_of_worship
Don Bosco Grounds,19.0816009,72.8888922,amenity:university
Sheila Raheja Garden,19.1795567,72.8763077,leisure:park
Aarey Guest House,19.1436975,72.8824318,tourism:guest_house
Parulekar Udyan,19.2013165,72.9695968,leisure:park
St Anthony,19.1566051,72.9310109,amenity:place_of_worship
Junjar Ground,19.100546,72.8928957,leisure:park
Aji Ajoba Park,19.0936452,72.8507059,leisure:park
St. Stephen's Church,19.049234,72.8225303,amenity:place_of_worship
Panchasheel Joggers Park,19.2128118,72.8394248,leisure:park
kapol garden/kvis park,19.2099902,72.8430724,leisure:park
Kamala Vihar Joggers Park,19.2119582,72.842601,leisure:park
raj residency 2 back area,19.2109489,72.8422952,leisure:park
Malla Park,19.0636823,72.8259825,leisure:park
Hiranandani Garden,19.1191917,72.9071959,leisure:park
Glen Society Garden,19.1150063,72.9104804,leisure:park
MCGM park,19.2094338,72.84648,leisure:park
Bhaskar EyeCare,19.2741369,72.9613563,amenity:hospital
Mount Blanc Park,18.9634897,72.8039594,leisure:park
Vahatuk Nagar Vollyball Ground,19.1296489,72.8447442,leisure:park
Durga Temple,19.1297503,72.8442869,amenity:place_of_worship
APJ Abdul Kalam Entertainment Park,19.1744379,72.9747225,leisure:park
Jijau Udyan,19.1834516,72.967038,leisure:park
Shaheed Udyan Park,19.2001193,72.9690207,leisure:park
Carter Road Beach,19.0691298,72.8225029,natural:beach
Hindu Hruday Samrat Balasaheb Thackerey Trauma Care Municipal Hospital,19.1409344,72.8536704,amenity:hospital
Signature Garden,18.968395,72.8030116,leisure:park
Maneckji Seth Parsi Agiary,18.9350988,72.8359785,amenity:place_of_worship
Ashok Kamte Park,19.1380631,72.8682867,leisure:park
Damodar Pandu Vaiti Manoranjan Maidan,19.1753404,72.9642855,leisure:park
Gandhinagar Park,19.1779407,72.9632778,leisure:park
Grand Paradi Park,18.9627115,72.8045279,leisure:park
Olympus-A,19.25887,72.9890395,office:company
Rodas Enclave Common Park,19.2582419,72.986924,leisure:park
Forest Park,19.1133024,72.9074704,natural:wood
Borivali Recieving Station,19.2386675,72.8510534,office:energy_supplier
Hemant Karkare Park,19.1363017,72.8663727,leisure:park
Swing Garden,19.1057253,72.9214448,leisure:park
ONGC Terminal,19.0955838,72.8320136,aeroway:terminal
Meenatai Thackrey Park,19.0709876,72.9996194,leisure:park
ALM 116 Park,19.0578015,72.8256999,leisure:park
Ganesh Udyan Park,19.1825057,72.9633204,leisure:park
Gymkhana,19.1346104,72.9124443,leisure:park
Gyankalash Park,19.071218,72.9894546,leisure:park
Golpha Devi Park,19.0215844,72.816251,leisure:park
Lokmanya Tilak Udyan Park,19.1886903,72.9735876,leisure:park
Sports Authority of India Ground,19.1976989,72.8617713,leisure:park
Palladium,18.9941924,72.8241384,shop:mall
Soonaiji Agiari,18.9637866,72.8108311,amenity:place_of_worship
Gajanan Maharaj Temple,19.2186128,72.9566657,amenity:place_of_worship
Guru Tegh Bahadur Park,19.0999798,72.9979388,leisure:park
H B Shivdasani Udyan,19.0410939,72.8602356,leisure:park
Verona Garden,19.1139696,72.9092293,leisure:park
Filix Mall,19.1597676,72.9369209,shop:mall
Dargah Qutbul-u-Auliya,19.165175,72.9290076,amenity:place_of_worship
Nowrosjee Wadia Maternity Hospital,19.0036051,72.8423727,amenity:hospital
Upvan Ground,19.2204472,72.9576042,leisure:park
Dr. B. R. Ambedkar Maidan,19.1568257,72.8387374,leisure:park
Kallol mandir,19.1659438,72.8314615,amenity:place_of_worship
Trikoni Maidan,19.1546312,72.8385892,leisure:park
Common Park,19.2751215,72.8787191,leisure:park
Sarvoday Udyan,19.1825841,72.9726649,leisure:park
M.G. Garden,19.1922071,72.9767556,leisure:park
Jawaharlal Nehru Children’s Garden,19.1921354,72.978546,leisure:park
Jesth Nagrik Park,19.1827849,72.9662906,leisure:park
Shrikant Doshi Udyan,19.0379056,72.8634283,leisure:park
Sewri Fish Market,18.9991592,72.8494932,amenity:marketplace
Jogeshwari Caves,19.1389347,72.8570191,historic:archaeological_site
Mahvir Jain Temple,19.1390209,72.8588017,amenity:place_of_worship
Etlenta Park,19.0564784,72.9252569,leisure:park
Sewri Fort,19.0005078,72.8601265,tourism:attraction
Janata Timber Market,19.0616805,72.9166232,amenity:marketplace
Ashok Kamte Manoranjan Udyan Govandi,19.0630166,72.9125999,leisure:park
Siddharth Garden,19.0581035,72.9125006,leisure:park
Ajmare Masjid,19.0659712,72.9239932,amenity:place_of_worship
St Francis Chapel,19.2434455,72.8529616,amenity:place_of_worship
Ghodbandar Fort,19.2968333,72.888228,historic:fort
Mount Poinsur Watch Tower,19.2431512,72.8528939,historic:monument
Thane Fort,19.1999876,72.9831943,historic:fort
Vallabhai park,19.1111933,72.8439259,leisure:park
R Mall,19.1839823,72.9515925,shop:mall
Fortis Hospitals,19.1616415,72.9416536,amenity:hospital
ESIS Hospital,19.1801381,72.9440125,amenity:hospital
ESIC Sub-Regional Office,19.1172807,72.8726541,office:insurance
Vedic Park,19.1328938,72.89823,tourism:attraction
Picnic Point Garden,19.1371344,72.8825015,leisure:park
Aarey Hospital,19.1474816,72.8759328,amenity:hospital
Express Zone Mall,19.1762836,72.8581041,shop:mall
Film City Temple,19.1547465,72.895178,tourism:attraction
Abu Village,19.1639912,72.8888355,tourism:attraction
tungavateshwar mandir,19.1693879,72.9643822,amenity:place_of_worship
Sarvoday Parshavnath Mandir,19.1633236,72.9462656,amenity:place_of_worship
Shree Raghvendra Swami Dhyan Udyan,19.1635592,72.9416388,leisure:park
V.D. SAWARKAR HOSPITAL,19.1716893,72.9603673,amenity:hospital
Color Scape Mall,19.1826178,72.954252,shop:mall
The St. Regis Mumbai,18.9941376,72.8240431,tourism:hotel
Civil Hospital,19.1985123,72.9782018,amenity:hospital
Village Park,19.0810543,72.88277,leisure:park
"Garden C, Five Gardens",19.0203317,72.8543897,leisure:park
New Administrative Building,18.9431985,72.8347811,office:government
Bandra Fort,19.0418771,72.8185113,historic:fort
Airoli,19.1585231,72.9994023,railway:station
Evershine Mall,19.1789816,72.8360818,shop:mall
Ekta Ground,19.2187324,72.8457069,leisure:park
K B Bhabha Municipal General Hospital,19.0573835,72.8334479,amenity:hospital
Tahsildar Kurla (Mulund) Office,19.1759542,72.9581679,office:government
Mulund Market,19.172984,72.954163,amenity:marketplace
T Ward Office,19.1755958,72.9505276,office:government
St. Pius X Church,19.1662841,72.9473617,amenity:place_of_worship
Aditi Hospital,19.1719389,72.9486587,amenity:hospital
Hira-Mongi Navneet Hospital,19.1709254,72.95022,amenity:hospital
Kids Park,19.1659835,72.9355495,leisure:park
Shivbaba Panchratneshwar Dham,19.1726806,72.936438,amenity:place_of_worship
Linear Park by Lodha,19.0016349,72.827149,leisure:park
Kennedy's classes,19.082498,72.8836434,office:educational_institution
Lions Garden,19.0762999,72.9059524,leisure:park
Nakshatra Mall,19.0198917,72.8413256,shop:mall
Niranjanlal Dalmiya Udyan,19.1821196,72.9779788,leisure:park
Ashok Nagar BMC Park,19.1990755,72.8554343,leisure:park
BMC recreational park,19.1969339,72.8550877,leisure:park
Swayambhu playground,19.1966052,72.8557301,leisure:park
Punkyashloka Ahilyabai Holkar Udyaan,19.2001465,72.8578138,leisure:park
Nana nani park,19.1993796,72.8566957,leisure:park
Dongri Bazaar,18.9593702,72.8374994,amenity:marketplace
"Aarogyam Multispeciality Hospital, Thane",19.184161,72.9768843,amenity:hospital
Kashi Aai Mandir,19.1816926,72.9769308,amenity:place_of_worship
Kaupineshwar Mandir,19.1933139,72.9772881,amenity:place_of_worship
Thane Railway Reservation Office,19.1871453,72.9756243,office:government
Ma Vaishnavi,19.1808623,72.9733193,amenity:hospital
Industrial Training Institute (ITI),19.1799003,72.9719491,amenity:university
Shreyas Garden Park,19.0947342,72.9131792,leisure:park
Kirol Garden,19.0804161,72.8973119,leisure:park
Vitthal Rakhumai Mandir,19.1771056,72.9693205,amenity:place_of_worship
Ganesh Sai Sansthan,19.1746884,72.9706208,amenity:place_of_worship
ashwini matrnity and nursing home,19.1951673,72.9746767,amenity:hospital
Solitaire Towers Garden,19.2336127,72.9756033,leisure:park
Shirdi Sai Baba Mandir,19.1738104,72.9378792,amenity:place_of_worship
Saint Anthony's Church,19.1961274,72.8080355,amenity:place_of_worship
Mentoring Angels Institute,19.1306266,72.9364921,office:educational_institution
Local Park,19.0032697,72.8458155,leisure:park
General Aviation Terminal,19.0854424,72.8598972,aeroway:terminal
Bhakti Dham Mandir,19.0518781,72.8767544,amenity:place_of_worship
Bhagwan Gautam Buddha Udyan,19.0085092,72.8150808,leisure:park
Sangeetkar Shrinivas Khale udyan,19.2213876,72.9580016,leisure:park
Rajawadi Joggers Park,19.0788463,72.9004216,leisure:park
IIT Hospital,19.130755,72.91424,amenity:hospital
Mini Sabarimala,19.1332256,72.9216491,amenity:place_of_worship
Holy Trinity Church,19.1309873,72.9209617,amenity:place_of_worship
St joseph's Forane Church,19.1262914,72.9205192,amenity:place_of_worship
Municipal Garden,19.2179538,72.837326,leisure:park
Jogger's Park,19.2179736,72.8387825,leisure:park
Brihanmumbai Mahanagar Palika Manoranjan Maidan,19.2177898,72.8388423,leisure:park
Eternity Mall,19.1871375,72.9628671,shop:mall
Khalid bin Abdur Rahman Masjid,18.9637594,72.8310103,amenity:place_of_worship
Nawab Masjid,18.9568757,72.8318319,amenity:place_of_worship
Memonwada Playground,18.957439,72.832623,leisure:park
Hamidiya Masjid,18.9544682,72.8317186,amenity:place_of_worship
Temkar Street Masjid,18.9620012,72.8309498,amenity:place_of_worship
Huzaria Street Masjid,18.9633324,72.830574,amenity:place_of_worship
Chowki Mohalla Masjid,18.9633888,72.8300876,amenity:place_of_worship
Hindu Temple,19.1440851,72.9920817,amenity:place_of_worship
Local Market,19.1435448,72.9929352,amenity:marketplace
Ganesh Visharjan Talao Park,19.1453551,72.9919861,leisure:park
Vitthal Mandir,19.146928,72.9927335,amenity:place_of_worship
Fulpakhru Park,19.2220831,72.8665994,leisure:park
At lake park,19.299011,72.8498603,leisure:park
Nagar Bhavan,19.2993765,72.8491755,leisure:park
Civic Park,19.2230836,72.8488973,leisure:park
BMC Sadguru Shree Wamanrao Pai Manoranjan Udyan Kastur Park,19.2249299,72.8458758,leisure:park
BMC PARK AND GARDEN,19.2154595,72.8414248,leisure:park
Shri Golwalkar Guruji Udyan,19.215456,72.8452003,leisure:park
Palm Garden,19.1977304,72.8219278,leisure:park
Mother Teresa Brihanmumbai Mahanagarpalika Udyan,19.0821001,72.8850282,leisure:park
Mahanagarpalika Udyan,19.0778488,72.8847325,leisure:park
MIDC Garden,19.1888831,72.955552,leisure:park
Hajuri Garden,19.1946485,72.9567131,leisure:park
mhada recreation ground,19.2225358,72.8309862,leisure:park
The Oberoi,18.9270024,72.8206042,tourism:hotel
"Trident, Nariman-Point",18.9276399,72.8210332,tourism:hotel
Divya Joggers Park,19.199032,72.8220208,leisure:park
Shri Vigneshwar Mandir,19.1966767,72.8221125,amenity:place_of_worship
Sardar Vallabhai Patel Garden,19.1993511,72.8453911,leisure:park
Evershine Dream Park,19.2126475,72.8755961,leisure:park
Baba Shaheb Bhimrao Ambedkar Park,19.1852487,72.8592574,leisure:park
BMC garden,19.2038664,72.8448115,leisure:park
Rasool Masjid,18.9626188,72.831408,amenity:place_of_worship
Gigaplex Garden,19.1748672,72.992536,leisure:park
Horn Ok Please Hostel Mumbai,19.0544134,72.8351609,tourism:hostel
Gol Garden,19.0900054,72.8349449,leisure:park
Our Lady of Egypt Church Kalina,19.0784023,72.8692144,amenity:place_of_worship
Ramada Plaza Palm Grove,19.0985808,72.8268319,tourism:hotel
Kishore Kumar Park,19.1110506,72.8328959,leisure:park
MRF Ground,19.1429922,72.827469,leisure:park
Walawalkar Udyan,19.1407977,72.8228265,leisure:park
Ganesha Temple,19.2211916,72.8320849,amenity:place_of_worship
Chinchwali Garden,19.14929,72.9958872,leisure:park
Annasaheb Patil Garden,19.1490397,72.9940635,leisure:park
BMC Dadoji Kondev Playground,19.2124602,72.8719532,leisure:park
TBAF joggers park,19.2097737,72.8723403,leisure:park
Oberoi Gardens Main Garden,19.2099169,72.8697873,leisure:park
Mcgm playground at thakur village,19.2062787,72.8758826,leisure:park
Children Knowledge & Forest Park,19.1132267,72.8290814,leisure:park
Reliance Centre,19.0837076,72.8455041,office:company
J. J. Hospital,18.9638278,72.834781,amenity:hospital
Udyan,19.2213987,72.8327288,leisure:park
Recreational Park,19.2211746,72.8381641,leisure:park
Atal Bihari Vajpayee Park,19.2235364,72.8428632,leisure:park
Atal Park,19.2233614,72.8429206,historic:monument
Atal park,19.2237359,72.8426338,historic:memorial
Atal Park,19.223597,72.842629,historic:memorial
Atal Bihari Bajpayee,19.2234332,72.8426669,historic:memorial
Atal Bihari Bajpayee memorial,19.2235559,72.8431497,historic:memorial
Atal Bihari Bajpayee park,19.2237314,72.842904,historic:memorial
BMC Playground,19.2460029,72.8490129,leisure:park
BMC Fish Park,19.2484047,72.8461986,leisure:park
Rock Park,19.2532242,72.8486283,leisure:park
BMC Navagaon Park,19.2547892,72.8502091,leisure:park
BMC Kaderpada Park,19.2552778,72.8508729,leisure:park
Vilasrao Deshmukh Park,19.1983925,72.8756231,leisure:park
Gundecha Park,19.2123567,72.8770786,leisure:park
Chhatrapati Shivaji Udyan Park,19.1296119,72.8590036,leisure:park
Shri Harishchandra Sharma Playground,19.1230317,72.9172522,leisure:park
Cinema Ground,19.1247642,72.9176499,leisure:park
Sharma Garden,19.1244611,72.9186299,leisure:park
MHADA Playground,19.2205125,72.8342549,leisure:park
Rani Laxmi Bai Park,19.239627,72.8412093,leisure:park
Anushaktinagar Shiva Temple,19.0403121,72.9227118,amenity:place_of_worship
Anushatingar Kali Temple,19.0402753,72.922467,amenity:place_of_worship
Training School Hostel,19.0338883,72.9251473,tourism:hostel
Gorai Udyan,19.2262701,72.8311753,leisure:park
School of Medical Assistants,18.8994331,72.8139031,amenity:hospital
Gaurav Garden Park,19.2141587,72.8332671,leisure:park
Shree Duttguru Sangharsh Park,19.2165643,72.8183172,leisure:park
Pramod Navalkar Udyan,19.2082918,72.8600254,leisure:park
मुंबई महापालिका गार्डन,19.136958,72.8640131,leisure:park
Vijay Salaskar park,19.1375115,72.8657142,leisure:park
Shree Swami Samarth Udyan,19.1311083,72.8642134,leisure:park
Lalji Mehrotra Technical Playground,19.1315859,72.8635205,leisure:park
Children playground,19.1324091,72.863397,leisure:park
Swapnapurti Ganesh Playground,19.1347992,72.8648061,leisure:park
Major Unikrishnan Udyan,19.135656,72.865085,leisure:park
Rajeshwar society park,19.1400208,72.8631094,leisure:park
Takshila Park,19.1315161,72.8683138,leisure:park
MMRDA GROUND,19.1377551,72.8718325,leisure:park
Good News Methodist Kannada Church,19.0447192,72.8465161,amenity:place_of_worship
Ahl e Hadid,19.043734,72.8469626,amenity:place_of_worship
NMMC Office,19.0636378,72.9953632,office:government
Ganesh maidan,19.1331956,72.8631456,leisure:park
MHADA Play Ground,19.1330284,72.867606,leisure:park
Dyna Play Ground,19.1363064,72.8606535,leisure:park
Ghantali Devi,19.1912846,72.9708606,amenity:place_of_worship
Dinkar Park,19.0789734,72.8440679,leisure:park
park 2,19.0744586,72.8859827,leisure:park
Sarvoday Playground,19.2943512,72.8588254,leisure:park
Maxus Playground,19.2953433,72.8486324,leisure:park
Tata Agiary,19.0558396,72.8349217,amenity:place_of_worship
childrens park,19.2546912,72.9795553,leisure:park
Hiranandani Hills,19.2536794,72.9777639,leisure:park
Cricket ground,19.2556752,72.9820659,leisure:park
park2,19.255144,72.9797373,leisure:park
Westview Park,19.2603484,72.9815224,leisure:park
couples park,19.2548802,72.9801403,leisure:park
Serenity Play Area,19.1483189,72.8344532,leisure:park
Haji Umar Local Park,19.1359804,72.8461093,leisure:park
TMC Biodiversity Park,19.2665376,72.9640033,leisure:park
Saraswat Park,19.0809888,72.8333405,leisure:park
Triangular Park,19.0815011,72.8327734,leisure:park
Hanuman temple,19.2196194,72.9660374,amenity:place_of_worship
Rajiv gandhi park,19.1622504,72.8362653,leisure:park
Hanuman Mandir (temple),19.0809115,72.8528693,amenity:place_of_worship
Gurudev Ravindranath Tagore Udyan Park,19.1132033,72.9334175,leisure:park
Sambhaji Maidan,19.1163685,72.9385852,leisure:park
Ravindra Mhatre Park,19.1193374,72.9389762,leisure:park
J J garden,19.0737809,72.8249867,leisure:park
Bharat Ratan Maulana Abul Kalam Azad Udyan,19.1470421,72.8455301,leisure:park
Shani Hanuman Mandir,19.1991962,72.9785909,amenity:place_of_worship
Anand Dighe Smarak,19.1971649,72.977306,historic:monument
Adarsh garden,19.1960451,72.8436753,leisure:park
Sagar Vinayak Temple,19.0691293,72.8210566,amenity:place_of_worship
Upper Park,19.2434968,72.9707658,leisure:park
Pramod Mahajan Nature Garden,19.2427605,72.9670573,leisure:park
TMC Garden,19.2366658,72.96494,leisure:park
Lower Park,19.2423624,72.9708729,leisure:park
Office Of The Regional Port Officer Bandra,19.0743096,72.8222865,office:government
sindhi society gymkhana,19.0508546,72.89083,leisure:park
Harba Mauli Temple,19.0795805,72.8234954,amenity:place_of_worship
Havloo Baba Temple,19.0770429,72.8248969,amenity:place_of_worship
Maru Aai Temple,19.0754842,72.8265907,amenity:place_of_worship
Jupiter Hospital,19.2095872,72.9724097,amenity:hospital
Butterfly Park,19.2441596,72.9677827,leisure:park
Marry Grotto,19.0553917,72.8303394,amenity:place_of_worship
Digha Gaon,19.1807762,72.9944301,railway:station
Fr. Salvador Rodrigues Ground,19.1946177,72.8405706,leisure:park
ASMITA JYOTI PARK,19.1969786,72.8253255,leisure:park
Anushaktinagar Kanchi kamakoti kainkarya Sabha,19.0401592,72.9236554,amenity:place_of_worship
HBNI Hostel,19.0374403,72.9242731,tourism:hostel
Post Graduate's Hostel,19.0363287,72.9241777,tourism:hostel
Dispensary Ground,19.0400887,72.9332119,leisure:park
BMC park,19.1328077,72.8416203,leisure:park
"St. Anthony,s Church",19.106138,72.8936523,amenity:place_of_worship
Mahisha Mardini Temple,19.2332151,72.8430135,amenity:place_of_worship
Danda Beach,19.0813637,72.8244632,natural:beach
Neelkanth Greens Real Estate,19.2418633,72.9707108,office:estate_agent
Bhurabhai Arogya Bhuvan Ground,19.201181,72.8447672,leisure:park
aarogyam dhanasampada,19.1888153,72.8396779,leisure:park
Lodha Excelus,19.039788,72.8792152,office:yes
Sai Samrat Lodging,19.2370844,72.9748495,tourism:hotel
Kalpataru Sales Office,19.2288827,72.9881228,office:estate_agent
NaMo Grand Central Park,19.2283919,72.9903164,leisure:park
Bayer House,19.2606904,72.9843965,office:yes
Planet Hollywood,19.2609851,72.9835037,tourism:hotel
TMC Community Park,19.220694,72.9653746,leisure:park
park 1,19.0809367,72.91014,leisure:park
Jio World Drive,19.0536104,72.8505449,shop:mall
Maasaheb Meenatai Thackarey Botanical Garden,19.0514408,72.8801526,leisure:park
Central Pump House,18.906564,72.8064378,office:government
Yashada Maternity and Nursing Home,19.1662026,72.8543576,amenity:hospital
Olympus-B,19.2599057,72.9881123,office:company
Poddar Park,19.185152,72.8501119,leisure:park
Ram murti park,19.2622513,72.9764677,leisure:park
TCS Olympus,19.2595815,72.9885578,office:company
Sheth Cnergy,19.2126983,72.976318,office:company
Lumbinivan Buddha Vihar,19.0399859,72.9131208,amenity:place_of_worship
Our Lady Of Health Grotto Church,19.1343774,72.782311,amenity:place_of_worship
Ambadevi Temple,19.1342387,72.7824665,amenity:place_of_worship
Nandibaba Park,19.2255925,72.9794304,leisure:park
Railway Ground,19.0015273,72.8377105,leisure:park
Mahalakshmi Mandir,18.9773657,72.8064638,amenity:place_of_worship
Aaditya's Park,19.2736472,72.9635622,leisure:park
Charkop Garden,19.1970146,72.8268045,leisure:park
Thane COVID Hospital,19.2129397,72.9936172,amenity:hospital
Satkar Residency,19.2060291,72.9656641,tourism:hotel
Acton Square,19.2613835,72.982242,leisure:park
Dariyacha Raja Statue,19.1486934,72.9925829,tourism:artwork
PRABODHAN THAKREY GARDEN,19.1526915,72.9940832,leisure:park
Nakshatra Udyan,19.1518774,72.9909087,leisure:park
Gaimukh Chowpatty,19.2886907,72.9418796,leisure:park
"Garden A, Five Gardens",19.0201324,72.8531608,leisure:park
"Garden B, Five Gardens",19.0206954,72.8535133,leisure:park
"Garden D, Five Gardens",19.0195576,72.8537869,leisure:park
Tieten Medicity,19.2717402,72.962949,amenity:hospital
MCGM Park,19.1222554,72.8942978,leisure:park
Nirali A M Naik Charitable Health-Care Facility,19.1211674,72.8914389,amenity:hospital
Tata Power,19.0252328,72.8681691,office:yes
Pramodji Mahajan Recreation Ground,19.0868916,72.8913193,leisure:park
Gandhi Maidan,19.0772416,72.8816145,leisure:park
Bharat Ratna Indira Gandhi Udyan & Dr. Abdul Kalam Udyan,19.0746634,72.8857558,leisure:park
Don Bosco Grounds,19.0818665,72.8889564,leisure:park
Kohinoor Cricket ground with jogging track,19.0804118,72.8861145,leisure:park
TMC Lokmanya Kores Health Centre,19.2095944,72.9572975,amenity:hospital
Goverment Park For Public,19.1428991,72.8085007,leisure:park
Dronagiri fort,18.8670278,72.9361729,historic:fort
haji ali,18.9827493,72.8088762,amenity:place_of_worship
Prabhadevi Mandir,19.0144723,72.82753,amenity:place_of_worship
Rajabhau Salvi Udyaan,19.0118178,72.8285552,leisure:park
Shree Dhaneshwar Mahadev Mandir,19.1822347,72.9678478,amenity:place_of_worship
Marine Engineering and Research Institute - Mumbai Port Campus,18.9811878,72.8598979,amenity:university
Nehru Science Centre,18.990644,72.818782,tourism:museum
ostwal garden,19.2963327,72.8760817,leisure:park
Central Ground,19.0156785,72.8202641,leisure:park
Woodlands Security Cabin,19.14187,72.8271772,office:security
Brookfield Security Cabin,19.1417902,72.8271263,office:security
Brooklyn Security Cabin,19.1415434,72.8272461,office:security
Runwal Elegante Security Cabin,19.1414398,72.8284543,office:security
Golden Chariot Security Cabin (Wing B),19.1416753,72.8273238,office:security
